seqnames	start	end	width	strand	Median
2	138000001	139000000	1000000	*	0.000639824011094868
2	139000001	140000000	1000000	*	0.149633920602894
2	140000001	141000000	1000000	*	0.40222653428906
2	141000001	142000000	1000000	*	0.77833169823036
2	142000001	143000000	1000000	*	0.769246475884871
2	143000001	144000000	1000000	*	0.306134596215919
2	144000001	145000000	1000000	*	0.159240558597213
2	145000001	146000000	1000000	*	0.236551494746061
2	146000001	147000000	1000000	*	0.641735205171063
2	147000001	148000000	1000000	*	0.407145031068585
2	148000001	149000000	1000000	*	0.0350438172978015
2	150000001	151000000	1000000	*	-0.157416770517161
2	151000001	152000000	1000000	*	0.237011673310588
2	152000001	153000000	1000000	*	-0.0186589251180625
2	153000001	154000000	1000000	*	0.0495592827991183
2	154000001	155000000	1000000	*	0.17270234759876
2	155000001	156000000	1000000	*	0.504164837701196
2	156000001	157000000	1000000	*	0.525698137554277
2	157000001	158000000	1000000	*	0.260099761239414
2	158000001	159000000	1000000	*	-0.0902826931674817
2	159000001	160000000	1000000	*	-0.343800368516433
2	160000001	161000000	1000000	*	0.127269548520605
2	161000001	162000000	1000000	*	-0.251492309106216
2	162000001	163000000	1000000	*	0.280513314850498
2	163000001	164000000	1000000	*	0.472450217075386
2	164000001	165000000	1000000	*	0.558538154510341
2	165000001	166000000	1000000	*	0.365339396266369
2	166000001	167000000	1000000	*	0.309207133160247
2	167000001	168000000	1000000	*	0.484436353858617
2	168000001	169000000	1000000	*	-0.0444210785076558
2	169000001	170000000	1000000	*	-0.167909654078921
2	170000001	171000000	1000000	*	0.182838997103365
2	171000001	172000000	1000000	*	0.0544177299769417
2	172000001	173000000	1000000	*	0.253993412166988
2	173000001	174000000	1000000	*	-0.468725046722608
2	174000001	175000000	1000000	*	-0.184371911932697
2	175000001	176000000	1000000	*	0.0358088755283143
2	176000001	177000000	1000000	*	-0.346578231879879
2	177000001	178000000	1000000	*	-0.160693696999297
2	178000001	179000000	1000000	*	0.00895610229450018
2	179000001	180000000	1000000	*	-0.0202689901697525
2	180000001	181000000	1000000	*	0.221515670733394
2	181000001	182000000	1000000	*	0.237533694846121
2	182000001	183000000	1000000	*	0.212642924986318
2	183000001	184000000	1000000	*	0.299582210496033
2	184000001	185000000	1000000	*	0.399747432193677
2	185000001	186000000	1000000	*	NA
2	186000001	187000000	1000000	*	0.50649109391211
2	187000001	188000000	1000000	*	0.346699753943312
2	188000001	189000000	1000000	*	0.414284965973431
2	189000001	190000000	1000000	*	0.542227728502805
2	190000001	191000000	1000000	*	0.44046418660844
2	191000001	192000000	1000000	*	0.022705201208909
2	192000001	193000000	1000000	*	-0.108674210376071
2	193000001	194000000	1000000	*	0.440388561514279
2	194000001	195000000	1000000	*	0.632518375790617
2	195000001	196000000	1000000	*	0.554323707460133
2	196000001	197000000	1000000	*	0.26048016912438
2	197000001	198000000	1000000	*	0.144781804349781
2	198000001	199000000	1000000	*	4.67962520517601
2	199000001	200000000	1000000	*	0.321093498018201
2	200000001	201000000	1000000	*	-0.0918214457649165
2	201000001	202000000	1000000	*	-0.0895616467522011
2	202000001	203000000	1000000	*	-0.138753875288076
2	203000001	204000000	1000000	*	0.538272028248855
2	204000001	205000000	1000000	*	0.733143328165168
2	205000001	206000000	1000000	*	-0.195907478481025
2	206000001	207000000	1000000	*	0.0154194779798248
2	207000001	208000000	1000000	*	-0.107896798143502
2	208000001	209000000	1000000	*	0.116769349490178
2	209000001	210000000	1000000	*	3.2791893116902
2	210000001	211000000	1000000	*	0.335320487211673
2	211000001	212000000	1000000	*	0.277483798917419
2	212000001	213000000	1000000	*	0.573219904110596
2	213000001	214000000	1000000	*	0.516097257960974
2	214000001	215000000	1000000	*	0.532651054399132
2	215000001	216000000	1000000	*	0.310051130283276
2	216000001	217000000	1000000	*	-0.0272822188112295
2	217000001	218000000	1000000	*	-0.296227851181935
2	218000001	219000000	1000000	*	-0.553539089380474
2	219000001	220000000	1000000	*	-0.00748414845102247
2	220000001	221000000	1000000	*	-0.514552025385772
2	221000001	222000000	1000000	*	0.0907976693590159
2	222000001	223000000	1000000	*	-0.0368981774855368
2	223000001	224000000	1000000	*	-0.195212610373347
2	224000001	225000000	1000000	*	-0.016286919693768
2	225000001	226000000	1000000	*	0.0185504140710841
2	226000001	227000000	1000000	*	0.203746066494171
2	227000001	228000000	1000000	*	-0.0217470272755026
2	228000001	229000000	1000000	*	0.0152986673067711
2	229000001	230000000	1000000	*	-0.0644046294977675
2	230000001	231000000	1000000	*	0.116888065360091
2	231000001	232000000	1000000	*	-0.313666727516352
2	232000001	233000000	1000000	*	-0.148906498058651
2	233000001	234000000	1000000	*	-0.513438446952385
2	234000001	235000000	1000000	*	NA
2	235000001	236000000	1000000	*	-0.330285622671092
2	236000001	237000000	1000000	*	-0.322791830287161
2	237000001	238000000	1000000	*	-0.758034603009592
2	238000001	239000000	1000000	*	-0.565145433986071
2	239000001	240000000	1000000	*	NA
2	240000001	241000000	1000000	*	NA
2	241000001	242000000	1000000	*	-1.63685421212014
2	242000001	243000000	1000000	*	-0.821461316372721
3	1000001	2000000	1000000	*	0.198136827280358
3	2000001	3000000	1000000	*	0.103769098380147
3	3000001	4000000	1000000	*	-0.266221460757626
3	4000001	5000000	1000000	*	-0.467650296072353
3	5000001	6000000	1000000	*	-0.315528224724215
3	6000001	7000000	1000000	*	0.121874403508617
3	7000001	8000000	1000000	*	0.196619326957913
3	8000001	9000000	1000000	*	-0.846858792692377
3	9000001	10000000	1000000	*	-0.193747089815867
3	10000001	11000000	1000000	*	-0.486751518762289
3	11000001	12000000	1000000	*	-0.133740101938698
3	12000001	13000000	1000000	*	-0.0527248335889487
3	13000001	14000000	1000000	*	-0.797563078923104
3	14000001	15000000	1000000	*	-0.793926592925032
3	15000001	16000000	1000000	*	-0.224901159098931
3	16000001	17000000	1000000	*	-0.613949088979445
3	17000001	18000000	1000000	*	-0.0782553045032498
3	18000001	19000000	1000000	*	-0.0991025894374891
3	19000001	20000000	1000000	*	0.186713845291
3	20000001	21000000	1000000	*	0.232286174408579
3	21000001	22000000	1000000	*	0.276069559826071
3	22000001	23000000	1000000	*	0.259959318501586
3	23000001	24000000	1000000	*	-0.0440596057284696
3	24000001	25000000	1000000	*	-0.0517764781025403
3	25000001	26000000	1000000	*	0.126317784435553
3	26000001	27000000	1000000	*	-0.0966933062011442
3	27000001	28000000	1000000	*	0.084483666406194
3	28000001	29000000	1000000	*	0.0944997667248498
3	29000001	30000000	1000000	*	0.514140875266381
3	30000001	31000000	1000000	*	-0.10322719366979
3	31000001	32000000	1000000	*	0.0249977044532166
3	32000001	33000000	1000000	*	0.125969032830846
3	33000001	34000000	1000000	*	0.130994939998297
3	34000001	35000000	1000000	*	-0.185489291799662
3	35000001	36000000	1000000	*	0.264783247564394
3	36000001	37000000	1000000	*	-0.364266926952569
3	37000001	38000000	1000000	*	-0.278748229126125
3	38000001	39000000	1000000	*	-0.630607099330126
3	39000001	40000000	1000000	*	-0.468637561112765
3	40000001	41000000	1000000	*	-0.461836784976843
3	41000001	42000000	1000000	*	5.87944403636608
3	42000001	43000000	1000000	*	1.27066966774566
3	43000001	44000000	1000000	*	-0.665897555012573
3	44000001	45000000	1000000	*	-0.225269303832662
3	45000001	46000000	1000000	*	-0.0528335221680011
3	46000001	47000000	1000000	*	-0.729457674898001
3	47000001	48000000	1000000	*	6.57615273336031
3	48000001	49000000	1000000	*	0.189275051171848
3	49000001	50000000	1000000	*	-0.362067091586001
3	50000001	51000000	1000000	*	-0.73571552870682
3	51000001	52000000	1000000	*	-0.116473388926404
3	52000001	53000000	1000000	*	-0.629693686568071
3	53000001	54000000	1000000	*	-0.241306773104125
3	54000001	55000000	1000000	*	-0.640300986710322
3	55000001	56000000	1000000	*	-0.634085680646926
3	56000001	57000000	1000000	*	-0.0888459322670049
3	57000001	58000000	1000000	*	0.203195250564607
3	58000001	59000000	1000000	*	-0.224901524481129
3	59000001	60000000	1000000	*	-0.445018995237271
3	60000001	61000000	1000000	*	NA
3	61000001	62000000	1000000	*	-0.112550290495824
3	62000001	63000000	1000000	*	-0.0917452692262819
3	63000001	64000000	1000000	*	-0.341919810907484
3	64000001	65000000	1000000	*	-0.44944460908333
3	65000001	66000000	1000000	*	0.527683996584122
3	67000001	68000000	1000000	*	-0.140724398740448
3	68000001	69000000	1000000	*	-0.187926135344181
3	69000001	70000000	1000000	*	-0.0277424950087439
3	70000001	71000000	1000000	*	-0.0894669188977093
3	71000001	72000000	1000000	*	0.0322152474919286
3	72000001	73000000	1000000	*	-0.165976796424332
3	73000001	74000000	1000000	*	-0.171679900837814
3	74000001	75000000	1000000	*	0.134929928223718
3	76000001	77000000	1000000	*	0.388300232659452
3	77000001	78000000	1000000	*	0.418665863865294
3	78000001	79000000	1000000	*	0.325621546493974
3	79000001	80000000	1000000	*	0.57786716410948
3	80000001	81000000	1000000	*	0.618758386984584
3	81000001	82000000	1000000	*	0.385867518932748
3	82000001	83000000	1000000	*	0.396030033507104
3	83000001	84000000	1000000	*	NA
3	84000001	85000000	1000000	*	0.586965254781479
3	85000001	86000000	1000000	*	0.735115369273112
3	86000001	87000000	1000000	*	0.593259185004128
3	87000001	88000000	1000000	*	0.452933032480697
3	88000001	89000000	1000000	*	0.522253292656928
3	89000001	90000000	1000000	*	0.467174794085745
3	94000001	95000000	1000000	*	0.430783886415289
3	95000001	96000000	1000000	*	0.624617968738095
3	96000001	97000000	1000000	*	4.67442595197959
3	97000001	98000000	1000000	*	0.259358053394001
3	98000001	99000000	1000000	*	0.0651477029533447
3	99000001	100000000	1000000	*	-0.120539246006586
3	100000001	101000000	1000000	*	-0.00124941306301585
3	101000001	102000000	1000000	*	0.142196062004117
3	102000001	103000000	1000000	*	0.344792722133781
3	103000001	104000000	1000000	*	0.618481316567697
3	104000001	105000000	1000000	*	0.727971615801018
3	105000001	106000000	1000000	*	4.78985372161126
3	106000001	107000000	1000000	*	3.2031331074936
3	107000001	108000000	1000000	*	-0.247117694386382
3	108000001	109000000	1000000	*	0.0604884437533871
3	109000001	110000000	1000000	*	0.38378982958042
3	110000001	111000000	1000000	*	0.140637601191599
3	111000001	112000000	1000000	*	-0.259291154033066
3	112000001	113000000	1000000	*	-0.304223014918289
3	113000001	114000000	1000000	*	0.0545952251600387
3	114000001	115000000	1000000	*	0.434936692768
3	115000001	116000000	1000000	*	-0.0939239644860784
3	116000001	117000000	1000000	*	0.061867330776253
3	117000001	118000000	1000000	*	0.300903270689512
3	118000001	119000000	1000000	*	-0.21917381116298
3	119000001	120000000	1000000	*	0.115432978241958
3	120000001	121000000	1000000	*	0.029733471054536
3	121000001	122000000	1000000	*	0.14011641842006
3	122000001	123000000	1000000	*	-0.392189989521139
3	123000001	124000000	1000000	*	-0.592543881022438
3	124000001	125000000	1000000	*	-0.285591303262937
3	126000001	127000000	1000000	*	-1.26414727958345
3	127000001	128000000	1000000	*	-0.416229347091476
3	128000001	129000000	1000000	*	3.34661020661567
3	130000001	131000000	1000000	*	-0.113409990544373
3	131000001	132000000	1000000	*	-0.284488649047302
3	132000001	133000000	1000000	*	-0.0368686148560351
3	133000001	134000000	1000000	*	-0.415885905218372
3	134000001	135000000	1000000	*	-0.708355099746607
3	135000001	136000000	1000000	*	-0.318387702780865
3	136000001	137000000	1000000	*	0.202605219082245
3	137000001	138000000	1000000	*	-0.232919099896084
3	138000001	139000000	1000000	*	-0.0338743043981478
3	139000001	140000000	1000000	*	-0.892755569383866
3	140000001	141000000	1000000	*	-0.761731923791632
3	141000001	142000000	1000000	*	0.100772986073201
3	142000001	143000000	1000000	*	0.0592204146256478
3	143000001	144000000	1000000	*	-0.24123758740979
3	144000001	145000000	1000000	*	0.488059129480758
3	145000001	146000000	1000000	*	0.446419165663741
3	146000001	147000000	1000000	*	0.445718441422457
3	147000001	148000000	1000000	*	0.39927631441629
3	148000001	149000000	1000000	*	0.214029606570089
3	149000001	150000000	1000000	*	0.370265596533767
3	150000001	151000000	1000000	*	-0.136831424901628
3	151000001	152000000	1000000	*	0.260263127697532
3	152000001	153000000	1000000	*	0.37244306902404
