seqnames	start	end	width	strand	Median
X	44910001	44920000	10000	*	1.76016506621657
X	44920001	44930000	10000	*	1.66682988144649
X	44930001	44940000	10000	*	0.69039594215879
X	44940001	44950000	10000	*	1.55469642690892
X	44950001	44960000	10000	*	-1.60580495280295
X	44960001	44970000	10000	*	-0.0305130308607215
X	44970001	44980000	10000	*	-0.786633124442722
X	47050001	47060000	10000	*	0.0475797115337248
X	47060001	47070000	10000	*	1.89000792747928
X	47070001	47080000	10000	*	0.991715468061862
X	48640001	48650000	10000	*	-1.60376743938779
X	48650001	48660000	10000	*	0
X	53420001	53430000	10000	*	0.46090352696966
X	53430001	53440000	10000	*	-0.551618277760871
X	53440001	53450000	10000	*	-1.19520285172155
X	55030001	55040000	10000	*	-0.981679866146257
X	55040001	55050000	10000	*	1.71940154906516
X	55050001	55060000	10000	*	1.46803430514277
X	100610001	100620000	10000	*	-0.0524486913479483
X	123150001	123160000	10000	*	-0.780008042156504
X	123160001	123170000	10000	*	-0.918773708540394
X	123170001	123180000	10000	*	-0.180523759785336
X	123180001	123190000	10000	*	1.17806722783791
X	123190001	123200000	10000	*	0.638260591503592
X	123200001	123210000	10000	*	-0.540791789644431
X	123210001	123220000	10000	*	0.0565688544990386
X	123220001	123230000	10000	*	0.302206298454575
X	129130001	129140000	10000	*	-1.5316254451953
X	129140001	129150000	10000	*	0.986820649241066
X	129150001	129160000	10000	*	0.268413875676233
X	129160001	129170000	10000	*	-2.53983270374549
X	129170001	129180000	10000	*	-1.05703646085632
X	129180001	129190000	10000	*	0.202234983652592
X	129190001	129200000	10000	*	-3.51229588271764
X	133510001	133520000	10000	*	-0.465527193529593
X	133520001	133530000	10000	*	-0.410540429332996
X	133540001	133550000	10000	*	0
X	133550001	133560000	10000	*	-0.240704134455993
